S09-J119-R1420-QUAN-S01	S09-J119-R1420-QUAN	1	兄弟忙碌外出工作	SIBLING	CAREER_ACTION+MIGRATION_ACTION	SIBLING_RESOURCE	MIGRATION_OUTSIDE+CAREER_WORK+CHILD_OUTPUT	RESOURCE_RELATION_CHAIN+MIGRATION_OUTSIDE_CHAIN+CAREER_CHAIN+CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+AUX_RESOURCE_LIMIT+MIGRATION_ENDPOINT_LIMIT+CAREER_ENDPOINT_LIMIT+CHILD_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_AUX_PALACE_OVERRIDE+ZERO_MIGRATION_ENDPOINT+ZERO_PROMOTION_ENDPOINT+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J119-R1420-QUAN-S02	S09-J119-R1420-QUAN	2	升迁大方海派	CONTEXT_SUBJECT	CAREER_FORMALIZATION	CAREER_WORK	PLEASURE_MIND+CHILD_OUTPUT	CAREER_CHAIN+MENTAL_PLEASURE_STATE_CHAIN+CHILD_OUTPUT_CHAIN	升迁	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT+PLEASURE_ONLY_LIMIT+CHILD_ENDPOINT_LIMIT+HIGH_THRESHOLD_REQUIRES_S17	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT+ZERO_RESULTIZATION+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J119-R1420-KE-S01	S09-J119-R1420-KE	1	兄弟上班轻松安定	SIBLING	CAREER_ACTION	SIBLING_RESOURCE	CAREER_WORK+CHILD_OUTPUT	RESOURCE_RELATION_CHAIN+CAREER_CHAIN+CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+AUX_RESOURCE_LIMIT+CAREER_ENDPOINT_LIMIT+CHILD_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_AUX_PALACE_OVERRIDE+ZERO_PROMOTION_ENDPOINT+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J119-R1420-KE-S02	S09-J119-R1420-KE	2	有计划享受	CONTEXT_SUBJECT	PLEASURE_STATE	PLEASURE_MIND	CHILD_OUTPUT	MENTAL_PLEASURE_STATE_CHAIN+CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PLEASURE_ONLY_LIMIT+CHILD_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_RESULTIZATION+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J119-R1420-JI-S01	S09-J119-R1420-JI	1	兄弟劳力工作	SIBLING	CAREER_ACTION	SIBLING_RESOURCE	CAREER_WORK+CHILD_OUTPUT	RESOURCE_RELATION_CHAIN+CAREER_CHAIN+CHILD_OUTPUT_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+AUX_RESOURCE_LIMIT+CAREER_ENDPOINT_LIMIT+CHILD_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_AUX_PALACE_OVERRIDE+ZERO_PROMOTION_ENDPOINT+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J119-R1420-JI-S02	S09-J119-R1420-JI	2	但收入不佳	CONTEXT_SUBJECT	MONEY_INFLOW	MONEY_FINANCE	CHILD_OUTPUT	FINANCE_FIVE_AXIS_CHAIN+CHILD_OUTPUT_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FINANCE_RESULT_LIMIT+CHILD_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FINANCE_ENDPOINT+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J119-R1420-JI-S03	S09-J119-R1420-JI	3	无享受	CONTEXT_SUBJECT	PLEASURE_STATE	PLEASURE_MIND	CHILD_OUTPUT	MENTAL_PLEASURE_STATE_CHAIN+CHILD_OUTPUT_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PLEASURE_ONLY_LIMIT+CHILD_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_RESULTIZATION+ZERO_CHILD_ENDPOINT	ACTIVE
S09-J119-R1421-LU-S01	S09-J119-R1421-LU	1	事业多利	CONTEXT_SUBJECT	CAREER_ACTION	CAREER_WORK	MONEY_FINANCE	CAREER_CHAIN+FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT+FINANCE_RESULT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J119-R1421-LU-S02	S09-J119-R1421-LU	2	有财可供高级享受	CONTEXT_SUBJECT	PLEASURE_STATE	PLEASURE_MIND	MONEY_FINANCE	MENTAL_PLEASURE_STATE_CHAIN+FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PLEASURE_ONLY_LIMIT+FINANCE_RESULT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_RESULTIZATION+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J119-R1421-QUAN-S01	S09-J119-R1421-QUAN	1	家人皆勤劳赚钱	FAMILY_HOME	MONEY_INFLOW	MONEY_FINANCE	NONE	FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FINANCE_RESULT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J119-R1421-QUAN-S02	S09-J119-R1421-QUAN	2	使家中有钱有享乐	FAMILY_HOME	MONEY_INFLOW	PROPERTY_HOME	MONEY_FINANCE	PROPERTY_ASSET_CHAIN+FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PROPERTY_ENDPOINT_LIMIT+FINANCE_RESULT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROPERTY_ENDPOINT+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J119-R1421-KE-S01	S09-J119-R1421-KE	1	老运平安幸福	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	MONEY_FINANCE	NONE	FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FINANCE_RESULT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J119-R1421-KE-S02	S09-J119-R1421-KE	2	子女有孝心	CHILD	CHILD_STATE	CHILD_OUTPUT	MONEY_FINANCE	CHILD_OUTPUT_CHAIN+FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT+FINANCE_RESULT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J119-R1421-KE-S03	S09-J119-R1421-KE	3	老有财用	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	MONEY_FINANCE	NONE	FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FINANCE_RESULT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J119-R1421-JI-S01	S09-J119-R1421-JI	1	老而无依	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	MONEY_FINANCE	NONE	FINANCE_FIVE_AXIS_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FINANCE_RESULT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J119-R1421-JI-S02	S09-J119-R1421-JI	2	尚须为生活奔波劳苦	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	MONEY_FINANCE	NONE	FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FINANCE_RESULT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J119-R1422-LU-S01	S09-J119-R1422-LU	1	老运好福气大	CONTEXT_SUBJECT	PLEASURE_STATE	PLEASURE_MIND	HEALTH_BODY	MENTAL_PLEASURE_STATE_CHAIN+HEALTH_RISK_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PLEASURE_ONLY_LIMIT+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_RESULTIZATION+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J119-R1422-LU-S02	S09-J119-R1422-LU	2	财丰多子女多享受	CHILD	CHILD_STATE+PLEASURE_STATE	CHILD_OUTPUT	PLEASURE_MIND+HEALTH_BODY	CHILD_OUTPUT_CHAIN+MENTAL_PLEASURE_STATE_CHAIN+HEALTH_RISK_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT+PLEASURE_ONLY_LIMIT+HEALTH_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT+ZERO_RESULTIZATION+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J119-R1422-QUAN-S01	S09-J119-R1422-QUAN	1	易有性冲动而有追逐桃花肉欲之花费	CONTEXT_SUBJECT	ROMANTIC_RELATION+MONEY_OUTFLOW	MARRIAGE_RELATION	HEALTH_BODY	MARRIAGE_RELATION_CHAIN+HEALTH_RISK_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J119-R1422-KE-S01	S09-J119-R1422-KE	1	保养健康	CONTEXT_SUBJECT	HEALTH_STATE	HEALTH_BODY	NONE	HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J119-R1422-KE-S02	S09-J119-R1422-KE	2	多注意身心调济	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	HEALTH_BODY	NONE	HEALTH_RISK_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J119-R1422-JI-S01	S09-J119-R1422-JI	1	有钱就乱花钱	CONTEXT_SUBJECT	MONEY_INFLOW+MONEY_OUTFLOW	MONEY_FINANCE	HEALTH_BODY	FINANCE_FIVE_AXIS_CHAIN+HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FINANCE_RESULT_LIMIT+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FINANCE_ENDPOINT+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J119-R1422-JI-S02	S09-J119-R1422-JI	2	老来生活堪虑	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	HEALTH_BODY	NONE	HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J119-R1423-LU-S01	S09-J119-R1423-LU	1	有财足堪享受	CONTEXT_SUBJECT	PLEASURE_STATE	PLEASURE_MIND	MIGRATION_OUTSIDE	MENTAL_PLEASURE_STATE_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PLEASURE_ONLY_LIMIT+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_RESULTIZATION+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J119-R1423-LU-S02	S09-J119-R1423-LU	2	易有酒色财气	CONTEXT_SUBJECT	PLEASURE_STATE	PLEASURE_MIND	MIGRATION_OUTSIDE	MENTAL_PLEASURE_STATE_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PLEASURE_ONLY_LIMIT+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_RESULTIZATION+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J119-R1423-QUAN-S01	S09-J119-R1423-QUAN	1	有钱没钱也要大方海派	CONTEXT_SUBJECT	MONEY_INFLOW	MONEY_FINANCE	PLEASURE_MIND+MIGRATION_OUTSIDE	FINANCE_FIVE_AXIS_CHAIN+MENTAL_PLEASURE_STATE_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	PRESENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FINANCE_RESULT_LIMIT+PLEASURE_ONLY_LIMIT+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FINANCE_ENDPOINT+ZERO_RESULTIZATION+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J119-R1423-QUAN-S02	S09-J119-R1423-QUAN	2	辛苦赚钱	CONTEXT_SUBJECT	MONEY_INFLOW	MONEY_FINANCE	MIGRATION_OUTSIDE	FINANCE_FIVE_AXIS_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FINANCE_RESULT_LIMIT+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FINANCE_ENDPOINT+ZERO_MIGRATION_ENDPOINT	ACTIVE
